kp_code,job_title
2455.2,Провідний кінооператор комбінованих зйомок
2455.2,Провідний кінооператор-постановник
2455.2,Провідний монтажер
2455.2,Редактор фільмів
2455.2,Режисер
2455.2,Режисер радіомовлення
2455.2,Режисер театралізованих заходів та свят
2455.2,Режисер телебачення
2455.2,Режисер-постановник
2455.2,Репетитор з техніки мови
2455.2,Художник-постановник
2455.2,Читець
2460,"Капелан (військовий капелан, капелан в охороні здоров’я, пенітенціарний капелан і т. ін.)"
2460,Місіонер
2460,"Священнослужитель (священик, пастор, пресвітер, диякон, рабин, машгіах кашрут, моель, софер, імам, мулла і т. ін.)"
2471,Експерт з пробірного контролю
2481.1,"Молодший науковий співробітник (туризмологія, екскурсознавство)"
2481.1,"Науковий співробітник (туризмологія, екскурсознавство)"
2481.1,"Науковий співробітник-консультант (туризмологія, екскурсознавство)"
2481.2,Екскурсознавець
2481.2,Туризмознавець
2482.2,"Фахівець із гостинності (готелі, туристичні комплекси та ін.)"
2482.2,Фахівець із готельної справи
2482.2,Фахівець із ресторанної справи
2483.1,Молодший науковий співробітник (рекреалогія)
2483.1,Науковий співробітник (рекреалогія)
2483.1,Науковий співробітник-консультант (рекреалогія)
2483.2,Фахівець із санаторно-курортної справи
2490,Інспектор
2490,Експерт (за видами діяльності)
2490,Поліграфолог
2490,Помічник арбітражного керуючого
2490,Радник
2490,Трансплант-координатор патолого-анатомічного бюро (бюро судово-медичної експертизи)
3111,Асистент астронома
3111,Асистент геолога
3111,Асистент геолога нафтогазорозвідки
3111,Асистент геофізика
3111,Асистент геохіміка
3111,Асистент гідрогеолога
3111,Асистент метеоролога
3111,Асистент професіонала з інформаційного забезпечення геологорозвідувальних робіт
3111,Асистент фізика
3111,Лаборант (хімічні та фізичні дослідження)
3111,Лаборант з безпеки та якості будівельної продукції
3111,Оператор біолокацій
3111,Технік-агрометеоролог
3111,Технік-аеролог
3111,Технік-геолог
3111,Технік-геофізик
3111,Технік-гідрогеолог
3111,Технік-гідролог
3111,Технік-дозиметрист
3111,Технік-лаборант (хімічні та фізичні дослідження)
3111,Технік-метеоролог
3111,Технік-океанолог
3111,Технік-технолог
3111,Технік-технолог із зварювання
3111,Фахівець з медичної фізики
3111,Фахівець з управління енергозбереженням в будівлях
3111,Фахівець із нетрадиційних видів енергії
3112,Доглядач будови
3112,Кошторисник
3112,Технік з архітектурного проектування
3112,Технік санітарно-технічних систем
3112,Технік-будівельник
3112,Технік-будівельник (дорожнє будівництво)
3112,Технік-гідротехнік
3112,Технік-дизайнер (будівництво)
3112,Технік-доглядач
3112,Технік-лаборант (будівництво)
3112,Технік-проектувальник
3112,Технік-теплотехнік (будівництво)
3112,Технік-технолог (виробництво будівельних виробів і конструкцій)
3113,Диспетчер електромеханічної служби
3113,Диспетчер електропідстанції
3113,Диспетчер ескалаторної служби
3113,Диспетчер перетворювального комплексу
3113,Диспетчер районного (місцевого) диспетчерського пункту
3113,Диспетчер-інформатор
3113,Електрик дільниці
3113,Електрик цеху
3113,Електродиспетчер
3113,Електромеханік
3113,Електромеханік груповий перевантажувальних машин
3113,Електромеханік дільниці
3113,Електромеханік електрозв'язку
3113,Електромеханік з підіймальних установок
3113,Електромеханік загальносуднового електроустаткування
3113,Електромеханік засобів радіо та телебачення
3113,Електромеханік лінійних споруд електрозв'язку та абонентських пристроїв
3113,Електромеханік підводного апарата
3113,Електромеханік підземної дільниці
3113,Електромеханік радіонавігаційної системи
3113,Електромеханік судновий
3113,Електромеханік-наставник
3113,Енергетик
3113,Енергетик виробництва
3113,Енергетик гідровузла (шлюзу)
3113,Енергетик дільниці
3113,Енергетик підземної дільниці
3113,Енергетик цеху
3113,Енергодиспетчер
3113,Енергодиспетчер шляховий
3113,Технік з експлуатації біоенергетичних установок
3113,Технік з експлуатації вітроенергетичних установок
3113,Технік з експлуатації гідроенергетичних установок
3113,Технік з експлуатації сонячних енергетичних установок
3113,Технік-електрик
3113,Технік-енергетик
3113,Технік-конструктор (електротехніка)
3113,Технік-технолог (електротехніка)
3113,"Фахівець з експлуатації електричних станцій, енергетичних установок та мереж"
3113,Фахівець з енергетичного менеджменту
3114,Диспетчер електрозв'язку
3114,Диспетчер поштового зв'язку
3114,Технік електрозв'язку
3114,Технік з радіолокації
3114,Технік з сигналізації
3114,Технік обчислювального (інформаційно-обчислювального) центру
3114,Технік поштового зв'язку
3114,Технік із конфігурованої комп'ютерної системи
3114,Технік із структурованої кабельної системи
3114,Технік-конструктор (електроніка)
3114,Технік-технолог (електроніка)
3114,Фахівець інфокомунікацій
3115,Авіаційний технік з планера та двигунів
3115,Авіаційний технік з приладів та електроустаткування
3115,Авіаційний технік з радіоустаткування
3115,Водолазний фахівець підводного апарата
3115,Диспетчер центру комутації повідомлень
3115,Механік
3115,Механік автомобільної колони (гаража)
3115,Механік бурильно-гідрографічної машини
3115,Механік бурильної установки
3115,Механік вагона-транспортера
3115,Механік вантажного району (дільниці)
3115,Механік виробництва
3115,Механік всюдихода
3115,Механік групи загону
3115,Механік груповий
3115,Механік груповий перевантажувальних машин (навантажувально-розвантажувальних механізмів)
3115,Механік гідровузла (шлюзу)
3115,Механік дизельної та холодильної установок
3115,Механік дренажної шахти (дільниці)
3115,Механік дільниці
3115,"Механік з бурових, гірничих робіт"
3115,Механік з кранового господарства
3115,Механік з підіймальних установок
3115,Механік з ремонту транспорту
3115,Механік з ремонту устаткування
3115,Механік з технічних видів спорту
3115,Механік льодозаводу
3115,Механік навчального полігону
3115,Механік перевантажувальних машин
3115,Механік підземної дільниці
3115,Механік радіонавігаційної системи
3115,Механік рефрижераторних установок
3115,Механік рефрижераторного поїзда (секції)
3115,Механік цеху
3115,Механік ізотермічних вагонів для перевезення живої риби
3115,Механік-налагоджувальник
3115,Старший механік підводного апарата
3115,Теплотехнік
3115,Технік (механік) авіаційний з експлуатації авіаційного устаткування об'єктивного контролю
3115,Технік (механік) авіаційний з експлуатації повітряних суден (систем повітряних суден)
3115,Технік автоматизованих систем траєкторних вимірів
3115,Технік з автоматизації виробничих процесів
3115,Технік з автоматизованих систем льотного контролю
3115,Технік з експлуатації мереж і споруд водопровідно-каналізаційного господарства
3115,Технік з експлуатації та ремонту устаткування
3115,Технік з механізації трудомістких процесів
3115,Технік з об'єктивного контролю
3115,Технік з обслуговування інженерно-технічних засобів охорони (пенітенціарна система)
3115,Технік з інструменту
3115,Технік маяка
3115,Технік-конструктор (механіка)
3115,Технік-механік сільськогосподарського (лісогосподарського) виробництва
3115,Технік-механік із меліорації сільськогосподарського виробництва
3115,Технік-мехатронік
3115,Технік-технолог (механіка)
3115,Фахівець з виготовлення штучного льоду
3115,Черговий по механізованій дистанції навантажувально-розвантажувальних робіт
3116,Технік (хімічні технології)
3116,Технік з електрохімічного захисту
3116,Технік-лаборант (хімічне виробництво)
3117,Диспетчер внутрішньошахтового (шахтового) транспорту
3117,Диспетчер гірничий
3117,Спектроскопіст
3117,Технік з буріння
3117,Технік з видобутку нафти й газу
3117,Технік з експлуатації нафтопроводів
3117,Технік з експлуатації устаткування газових об'єктів
3117,Технік з підготовки та транспортування нафти та газу
3117,Технік-електромеханік гірничий
3117,"Технік-лаборант (видобувна промисловість, металургія)"
3117,Технік-маркшейдер
3117,Технік-технолог (виробництво кольорових металів та сплавів)
3117,Технік-технолог (виробництво сталі та феросплавів)
3117,Технік-технолог (виробництво чавуну)
3117,Технік-технолог (лиття металів)
3117,Технік-технолог (обробка металів тиском)
3117,Технік-технолог гірничий
3117,"Фахівець з піротехнічних, саперних та підривних робіт"
3118,Копіювальник технічної документації
3118,Коректор морських карт і посібників для плавання
3118,Кресляр
3118,Кресляр-конструктор
3118,Технік-гідрограф
3118,Технік-картограф
3118,Технік-конструктор
3118,Технік-топограф
3118,Технік-топограф кадастровий
3119,Інспектор з військово-технічних видів спорту
3119,"Інструктор з експлуатаційних, виробничо-технічних та організаційних питань"
3119,Інструктор з організації служби загону
3119,Диспетчер
3119,Диспетчер автомобільного транспорту
3119,Диспетчер вагонного депо
3119,Диспетчер виробництва
3119,Диспетчер газового господарства
3119,Диспетчер з міжнародних перевезень
3119,Диспетчер зі збору навігаційної інформації
3119,Диспетчер локомотивний дирекції залізничних перевезень
3119,Диспетчер локомотивний шляховий
3119,Диспетчер локомотивного депо
3119,Диспетчер маневровий залізничної станції
3119,Диспетчер пожежного зв'язку
3119,Диспетчер порту
3119,Диспетчер підприємства (району) мереж
3119,Диспетчер служби перевезень
3119,Диспетчер станційний
3119,Класифікатор текстильної сировини
3119,Конфекціонер
3119,Круп'яр
3119,Лаборант (галузі техніки)
3119,Питлівник
3119,Пробірувальник
3119,Стажист-дослідник
3119,Технолог
3119,Технолог ортопедичний
3119,Технік
3119,Технік (сфера захисту інформації)
3119,Технік з аварійно-рятувальних робіт
3119,Технік з аеронавігаційної інформації
3119,Технік з експлуатації та ремонту спортивної техніки
3119,Технік з метрології
3119,Технік з налагоджування та випробувань
3119,Технік з нормування праці
3119,Технік з обліку
3119,Технік з планування
3119,Технік з праці
3119,Технік з промислового рибальства
3119,Технік з підготовки виробництва
3119,Технік з підготовки технічної документації
3119,Технік з фізичного захисту (сфера використання ядерної енергії)
3119,Технік тренажера
3119,Технік із стандартизації
3119,Технік-геодезист
3119,Технік-дефектоскопіст
3119,Технік-протезист-ортезист
3119,Технік-теплотехнік
3119,Технік-технолог (текстильна та легка промисловість)
3119,Технік-технолог з виробництва меблів
3119,Фабрикатор
3119,Фахівець з видавничо-поліграфічного виробництва
3119,Фахівець з технічної експертизи
3119,Фрахтівник
3119,Хронометражист
3119,Хронометражист на підземних роботах
3119,"Черговий локомотивного депо (основного, зворотного)"
3119,"Черговий оперативний (загону, центрального командно-диспетчерського пункту, оперативно-рятувальної служби цивільного захисту та ін.)"
3119,Черговий по депо рухомого складу
3119,Черговий по електродепо
3119,Черговий по залізничній станції
3119,Черговий по станції метрополітену
3121,Технік із системного адміністрування
3121,Технік-програміст
3121,Фахівець з комп'ютерної графіки (дизайну)
3121,Фахівець з розробки та тестування програмного забезпечення
3121,Фахівець з розроблення комп'ютерних програм
3121,Фахівець з інформаційних технологій
3123,Контролер роботів
3123,Технік-фотограмметрист
3131,Аерофотогеодезист
3131,Асистент звукооформлювача
3131,Асистент звукорежисера
3131,Асистент кінооператора
3131,Асистент кінорежисера
3131,Асистент кінорежисера анімаційних (мультиплікаційних) фільмів
3131,Звукооформлювач
3131,Кінооператор
3131,Кінооператор (фотооператор) бортовий
3131,Кінооператор комбінованих зйомок
3131,Кінооператор-постановник
3131,Монтажер
3131,Оператор відеозапису
3131,Оператор звукозапису
3131,Оператор комплексу стенографування та текстооброблення
3131,Оператор обробки та титрування телепередач
3131,Оператор-кінокореспондент
3131,Технік-аерофотограметрист
3131,Фотокореспондент
3131,Фотокореспондент спеціальний
3131,Фототехнік
3131,Фотохудожник
3132,Асистент звукооператора
3132,Асистент телеоператора
3132,Бортрадист
3132,Звукооператор
3132,Оператор радіочастотного контролю
3132,Радист-радіолокаторник
3132,Радіоелектронік
3132,Радіотелеграфіст
3132,Телеоператор
3132,Технік із звукозапису
3132,Фахівець із електронно-комунікаційної інженерії
3133,Оператор медичного устаткування
3139,Технік з діагностичного устаткування
3139,Технік-оператор електронного устаткування
3139,Технік-оператор оптичного устаткування
3139,Технік-оптик
3139,Технік-технолог з виробництва оптичних і оптико-електронних приладів
3141,Інспектор несамохідного флоту
3141,Водолазний фахівець
3141,Гідроакустик
3141,"Другий помічник командира земснаряда (землесоса, дноочищувального снаряда)"
3141,Електромеханік груповий флоту (з флоту)
3141,Електромеханік лінійний флоту (з флоту)
3141,Кранмейстер
3141,Механік (електромеханік) (судновий) - шкіпер
3141,Механік (судновий)
3141,Механік (судновий) - помічник капітана
3141,Механік (судновий) - помічник командира
3141,Механік груповий флоту (з флоту)
3141,Механік з автоматики
3141,Механік крана плавучого
3141,Механік портового флоту
3141,Механік рефрижераторних установок (судновий)
3141,Механік із суднових систем
3141,Спостерігач судновий
3141,Старший механік-капітан
3141,Технік з радіонавігації
3141,Технік-механік з ремонту технологічного устаткування
3141,"Третій помічник командира земснаряда (землесоса, дноочищувального снаряда)"
3141,Уповноважений з приймання суден від суднобудівних заводів
3142,Багермейстер
3142,Багермейстер-капітан
3142,Багермейстер-наставник
3142,Другий помічник капітана (на суднах внутрішнього плавання)
3142,Капітан груповий
3142,Капітан здавальний
3142,Капітан портового пункту
3142,Капітан порту (річкового)
3142,Капітан підводного апарата
3142,Капітан рейду
3142,Капітан флоту
3142,Капітан-координатор
3142,Капітан-кранмейстер
3142,Капітан-наставник
3142,Лоцман
3142,Лоцман-оператор
3142,Помічник капітана - помічник механіка (суднового)
3142,Стивідор
3142,Стивідор у найважливіших морських портах
3142,Третій помічник капітана (на суднах внутрішнього плавання)
3142,Шкіпер
3142,Шкіпер рейду
3142,Штурман
3143,Інженер (механік)-випробувач бортовий
3143,Інженер бортовий
3143,Інженер бортовий авіаційної ескадрильї
3143,Інженер-інспектор бортовий
3143,Інженер-інструктор бортовий
3143,Інспектор-пілот
3143,Бортмеханік
3143,Бортовий оператор-інструктор автоматизованої системи льотного контролю
3143,Бортоператор
3143,Бортоператор вантажних літаків
3143,Бортштурман
3143,Диспетчер пункту збору донесень
3143,Диспетчер пункту передпольотного інформаційного обслуговування
3143,Диспетчер-інструктор диспетчерського тренажера
3143,Електрик-випробувач бортовий
3143,Командир авіаційної ланки
3143,"Командир повітряного судна (літака, вертольота)"
3143,"Командир повітряного судна (пілот, льотчик)-інструктор"
3143,Льотчик-випробувач
3143,Льотчик-спостерігач
3143,Наставник-пілот авіаційного (льотного) загону
3143,Оператор-випробувач бортовий
3143,Пілот (другий пілот)
3143,Радист-випробувач бортовий
3143,Старший бортовий механік авіаційного загону
3143,Старший бортовий оператор авіаційного загону
3143,Старший бортовий радист авіаційного загону
3143,Старший бортовий інженер авіаційного загону
3143,Штурман авіаційного загону
3143,Штурман авіаційної ескадрильї
3143,Штурман авіаційної ланки
3143,Штурман-випробувач
3143,Штурман-інспектор
3144,Диспетчер аеродромного диспетчерського (авіаційно-диспетчерського) пункту
3144,"Диспетчер диспетчерського пункту посадки (кола, підходу)"
3144,Диспетчер з перельотів
3144,Диспетчер з руху (літаків)
3144,Диспетчер з центрування
3144,Диспетчер стартового диспетчерського пункту
3144,Диспетчер управління повітряним рухом
3144,Диспетчер центру керування повітряним рухом
3144,Диспетчер із забезпечення польотів
3144,Диспетчер-інспектор
3144,Диспетчер-інспектор з руху (літаків)
3144,Диспетчер-інструктор
3144,Дистанційний командир безпілотного повітряного судна
3144,Дистанційний пілот безпілотного повітряного судна
3144,Дистанційний пілот-випробувач безпілотного повітряного судна
3144,Дистанційний пілот-інструктор безпілотного повітряного судна
3144,Оператор наземних засобів керування безпілотним літальним апаратом
3144,Старший штурман авіаційного училища
3144,"Старший штурман авіаційної ескадрильї, об'єднаної з аеропортом"
3144,Старший штурман навчального авіаційного центру
3144,Старший штурман об'єднаного авіаційного загону
3144,Штурман авіаційно-технічного спортивного клубу
3144,Штурман аероклубу
3144,"Штурман аеропорту (бюро, групи, служби)"
3144,Штурман дельтапланерного клубу
3144,Штурман наведення
3144,Штурман центрального командно-диспетчерського пункту
3144,"Штурман черговий аеропорту (бюро, групи, служби)"
3144,Штурман-оператор
3144,Штурман-оператор авіаційної космічної та радіолокаційної далекої навігації
3145,Інженер-інспектор з контролю за використанням палива
3145,Технік аеродромної служби
3145,Технік із світлотехнічного та електротехнічного забезпечення польотів
3145,Технік-інспектор з контролю за використанням палива
3145,"Черговий на стоянці, в ангарі"
3151,Інспектор з контролю за технічним утриманням будинків
3151,Інструктор з протипожежної профілактики
3152,Інженер з безпеки руху
3152,Інженер з приймання електропересувного складу
3152,Інженер з приймання ремонтного фонду та видавання готової продукції
3152,Інженер з технічного нагляду
3152,Інженер-інспектор
3152,Інженер-інспектор з безпеки польотів бортовий
3152,Інспектор газотехнічний
3152,Інспектор гідротехнічний
3152,Інспектор гірничотехнічний
3152,Інспектор дипломно-паспортного бюро (відділу)
3152,Інспектор електрозв'язку
3152,Інспектор з безпеки мореплавання
3152,"Інспектор з експлуатаційних, виробничо-технічних та організаційних питань"
3152,Інспектор з контролю якості продукції
3152,Інспектор з контролю якості та використання лісоматеріалів
3152,Інспектор з маломірних суден (маломірного флоту)
3152,Інспектор з охорони праці
3152,Інспектор з реєстрації суден
3152,Інспектор з розслідування аварій суден
3152,"Інспектор з якості хлібопродуктів, плодоовочевих, технічних культур і продукції тваринництва"
3152,Інспектор котлонагляду (з котлонагляду)
3152,Інспектор морський
3152,Інспектор портового нагляду
3152,Інспектор підіймальних споруд
3152,Інспектор технічний
3152,Інспектор у вибухонебезпечних виробництвах
3152,Інспектор шляховий
3152,Інспектор інспекції енергонагляду
3152,Інспектор-капітан
3152,Інспектор-приймальник заводський
3152,Інспектор-пілот з безпеки польотів
3152,Диспетчер поїзний
3152,Диспетчер-інспектор
3152,Капітан портового нагляду
3152,Корабельний інженер порту
3152,Ревізор автомобільного транспорту
3152,Ревізор вагового господарства
3152,Ревізор з безпеки руху
3152,Ревізор з виробничо-технічних і економічних питань
3152,"Ревізор з рухомого складу, колії та споруд"
3152,Ревізор з холодильного господарства
3152,Ревізор руху дирекції залізничних перевезень
3152,Ревізор із збереження вагонного парку
3152,Старший інспектор з гідроспоруд
3152,Старший інспектор з експлуатації атомних станцій
3152,Старший інспектор з експлуатації електростанцій та підприємств мереж
3152,Старший інспектор льотно-виробничої служби центральної бази
3152,Сюрвейєр вантажний
3152,Технік-інспектор
3152,Фахівець (офіцер) охорони компанії (портових засобів)
3211,Асистент біолога
3211,Асистент біохіміка
3211,Асистент хіміка
3211,Лаборант (біологічні дослідження)
3211,Таксидерміст
3211,Технік-еколог
3211,Технік-лаборант
3211,Технік-лаборант (біологічні дослідження)
3211,Фахівець з біотехнології
3211,Фотодактилоскопіст
3212,Інспектор з використання водних ресурсів
3212,Інспектор з охорони природи
3212,Інспектор фітосанітарний
3212,"Агроном відділення (бригади, сільськогосподарської дільниці, ферми, цеху)"
3212,Агротехнік
3212,Асистент дресирувальника морських тварин
3212,Лаборант (ветеринарна медицина)
3212,Технолог з виробництва продукції аквакультури
3212,Технолог з рибальства
3212,Технолог з ідентифікації і реєстрації тварин
3212,Технолог із агрономії
3212,Технолог-гідротехнік
3212,Технолог-рибовод
3212,Технік (природознавчі науки)
3212,Технік ветеринарної медицини
3212,Технік з виробництва продукції аквакультури
3212,Технік лісового господарства
3212,Технік мисливського господарства
3212,Технік із лісозаготівель
3212,Технік-агрохімік
3212,Технік-гідролісомеліоратор
3212,Технік-гідрометрист
3212,Технік-гідротехнік
3212,Технік-землевпорядник
3212,Технік-лісопатолог
3212,Технік-рибовод
3212,Технік-таксатор
3212,Технік-технолог з переробки риби та морепродуктів
3212,Технік-ґрунтознавець
3212,Фахівець з плодоовочівництва і виноградарства
3212,Фахівець садово-паркового господарства
3213,Інструктор службового собаківництва
3213,"Зоотехнік відділення (комплексу, сільськогосподарської дільниці, ферми)"
3213,Майстер лісу
3213,Майстер на лісозаготівельних роботах
3213,Технолог з виробництва та переробки продукції тваринництва
3213,Технік з племінної справи
3213,Технік-технолог з виробництва та переробки продукції тваринництва
3213,Фахівець з бджільництва
3213,Фахівець з організації та ведення фермерського господарства
3213,Фахівець із звірівництва
3221,Диспетчер оперативно-диспетчерської служби (медицина)
3221,Лаборант (медицина)
3221,Лікар-стажист
3221,Парамедик
3221,Помічник лікаря-епідеміолога
3221,Технік-лаборант з клінічної нейрофізіології
3221,Фельдшер
3221,Фельдшер з медицини невідкладних станів
3221,Фельдшер пожежно-рятувального (аварійно-рятувального) підрозділу
3221,Фельдшер санітарний
3221,Фельдшер із санітарної освіти
3222,Інструктор із санітарної освіти
3222,Гігієніст зубний
3224,Оптометрист
3225,Лікар зубний
3225,Помічник лікаря-стоматолога
3225,Технік зубний
3226,Інструктор з трудової адаптації
3226,Інструктор з трудової терапії
3226,Асистент ерготерапевта
3226,Асистент фізичного терапевта
3226,Масажист
3226,Масажист спортивний
3226,Фахівець з фізичної реабілітації
3227,Молодший лікар ветеринарної медицини
3227,Фельдшер ветеринарної медицини
3228,Асистент фармацевта
3228,Лаборант (фармація)
3228,Фармацевт-інтерн
3229,Інструктор з надання догоспітальної допомоги
3229,Логопед
3229,Лікар-інтерн
3229,Рентгенолаборант
3229,Технолог з лабораторної діагностики
3229,Технолог з рентгенологічної діагностики
3229,Фахівець із орієнтування осіб з порушеннями зору
3229,Фельдшер-лаборант
3231,Сестра медична (брат медичний)
3231,Сестра медична (брат медичний) з дієтичного харчування
3231,Сестра медична (брат медичний) з косметичних процедур
3231,Сестра медична (брат медичний) з лікувальної фізкультури
3231,Сестра медична (брат медичний) з масажу
3231,Сестра медична (брат медичний) з реабілітації
3231,Сестра медична (брат медичний) з функціональної діагностики
3231,Сестра медична (брат медичний) з фізіотерапії
3231,Сестра медична (брат медичний) зі стоматології
3231,Сестра медична (брат медичний) милосердя
3231,Сестра медична (брат медичний) поліклініки
3231,Сестра медична (брат медичний) стаціонару
3231,Сестра медична операційна (брат медичний операційний)
3231,Сестра медична патронажна (брат медичний патронажний)
3231,Сестра медична станції (брат медичний) (відділення) швидкої та невідкладної медичної допомоги
3231,Сестра медична-анестезист (брат медичний-анестезист)
3231,Статистик медичний
3231,Технік-ортезист-гіпсовиливальник
3232,Акушерка (акушер)
3241,Натуропат
3241,Фахівець безконтактного масажу
3241,Цілитель
3310,"Вчитель початкових класів (з дипломом фахового молодшого бакалавра, молодшого бакалавра)"
3310,Культорганізатор закладу позашкільної освіти
3320,"Вихователь закладу дошкільної освіти (з дипломом фахового молодшого бакалавра, молодшого бакалавра)"
3330,Асистент викладача професійної (професійно-технічної) освіти
3330,Асистент викладача із соціальної педагогіки
3330,Асистент вихователя закладу дошкільної освіти
3330,Асистент вихователя соціального по роботі з дітьми з інвалідністю
3330,Асистент вчителя
3330,Асистент вчителя спеціальної освіти
3330,Асистент вчителя-дефектолога
3330,Асистент вчителя-логопеда
3330,Асистент вчителя-реабілітолога
3330,Асистент майстра виробничого навчання
3330,Асистент педагога професійного навчання
3340,Інструктор виробничого навчання
3340,Інструктор виробничого навчання робітників масових професій
3340,Інструктор газорятувальної станції
3340,Інструктор допоміжної команди
3340,Інструктор з військово-морської підготовки
3340,Інструктор з навчання практичній їзді
3340,Інструктор з організації роботи народних дружин
3340,Інструктор культурно-просвітнього закладу
3340,Інструктор легководолазної справи
3340,Інструктор парашутної та десантно-пожежної служби
3340,Інструктор підривних робіт
3340,Інструктор із заготівельної діяльності
3340,Інструктор-дезінфектор
3340,Інструктор-методист з альпінізму
3340,Інструктор-методист з туризму
3340,Інструктор-методист контрольно-рятівної служби (загону)
3340,Інструктор-методист у справах осіб з порушеннями слуху
3340,Інструктор-перекладач з обслуговування робітників з порушеннями слуху
3340,Інструктор-радист бортовий
3340,Асистент богослова
3340,Асистент педагога-валеолога
3340,Викладач мистецької школи (за видами навчальних дисциплін)
3340,Вихователь
3340,Вихователь гуртожитку
3340,Вихователь закладу професійної (професійно-технічної) освіти
3340,Катехит
3340,Лаборант (освіта)
3340,Майстер виробничого навчання
3340,Майстер виробничого навчання водінню
3340,Майстер навчального полігону
3340,Майстер навчального центру
3340,Методист з професійної реабілітації
3340,Механік-інструктор бортовий
3340,Оператор-інструктор бортовий
3340,Педагог професійного навчання
3340,Технолог-наставник
3340,Фахівець з фольклористики
3340,Фахівець у сфері позашкільної освіти
3340,"Черговий з режиму (у спеціальних та спеціалізованих закладах, центрах, школах, училищах, притулках тощо)"
